,t_set,f_occ,t_i,V_g,t_e,leave,leave_fwb,t_set_default,f_occ_pred,t_e_air,hhv,gamma_s_deg,h_s_deg,theta_z_deg,I_th,I_bh,t_e_we
2022-12-27 00:00:00,12.0,0.0,15.675,0.0,4.539,1.0,1,12.0,0,4.694631492384652,11.625940216318387,-169.15006896163098,0.0,152.3925152350173,0.0,0.0,3.2445900000000165
2022-12-27 00:15:00,12.0,0.0,15.674,0.0,4.661,1.0,1,12.0,0,4.669194846723117,11.625940216318387,-161.90305912794136,0.0,151.79742218802585,0.0,0.0,3.250725000000017
2022-12-27 00:30:00,12.0,0.0,15.674,0.0,4.906,1.0,1,12.0,0,4.6449417762968,11.625940216318387,-154.9547577900532,0.0,150.92229998259052,0.0,0.0,3.2568600000000174
2022-12-27 00:45:00,12.0,0.0,15.641,0.0,4.907,1.0,1,12.0,0,4.631284702509027,11.625940216318387,-148.37782762030358,0.0,149.7928586733043,0.0,0.0,3.286890000000014
2022-12-27 01:00:00,12.0,0.0,15.606,0.0,4.784,1.0,1,12.0,0,4.619131124838184,11.625940216318387,-142.2108470812933,0.0,148.43817281346978,0.0,0.0,3.3169200000000103
2022-12-27 01:15:00,12.0,0.0,15.606,0.0,4.661,1.0,1,12.0,0,4.608406514344535,11.625940216318387,-136.46313097755822,0.0,146.88802744864628,0.0,0.0,3.3469500000000068
2022-12-27 01:30:00,12.0,0.0,15.606,0.0,4.601,1.0,1,12.0,0,4.5990389216733725,11.625940216318387,-131.12228953877613,0.0,145.17099677384016,0.0,0.0,3.376980000000003
2022-12-27 01:45:00,12.0,0.0,15.572,0.0,4.784,1.0,1,12.0,0,4.571611529761714,11.625940216318387,-126.16193708723256,0.0,143.313298813893,0.0,0.0,3.372985000000014
2022-12-27 02:00:00,12.0,0.0,15.572,0.0,4.661,1.0,1,12.0,0,4.545087962355455,11.625940216318387,-121.54810067203375,0.0,141.33828432854082,0.0,0.0,3.368990000000025
2022-12-27 02:15:00,12.0,0.0,15.573,0.0,4.661,1.0,1,12.0,0,4.519415565029538,11.625940216318387,-117.24387441247887,0.0,139.2663611514392,0.0,0.0,3.364995000000036
2022-12-27 02:30:00,12.0,0.0,15.573,0.0,4.541,1.0,1,12.0,0,4.494542394348044,11.625940216318387,-113.21245051958212,0.0,137.11517489120297,0.0,0.0,3.361000000000047
2022-12-27 02:45:00,12.0,0.0,15.572,0.0,4.417,1.0,1,12.0,0,4.465565171040256,11.625940216318387,-109.41888799790456,0.0,134.89991462063088,0.0,0.0,3.3478425000000414
2022-12-27 03:00:00,12.0,0.0,15.539,0.0,4.419,1.0,1,12.0,0,4.437332012154943,11.625940216318387,-105.83100135775248,0.0,132.6336595940568,0.0,0.0,3.334685000000036
2022-12-27 03:15:00,12.0,0.0,15.521,0.0,4.421,1.0,1,12.0,0,4.409814500712711,11.625940216318387,-102.41968473445051,0.0,130.3277194232781,0.0,0.0,3.3215275000000304
2022-12-27 03:30:00,12.0,0.0,15.505,0.0,4.419,1.0,1,12.0,0,4.382984232597464,11.625940216318387,-99.15890061990822,0.0,127.99194437124808,0.0,0.0,3.308370000000025
2022-12-27 03:45:00,12.0,0.0,15.505,0.0,4.421,1.0,1,12.0,0,4.359240421645282,11.625940216318387,-96.02548683042843,0.0,125.63499699135184,0.0,0.0,3.294210000000021
2022-12-27 04:00:00,12.0,0.0,15.504,0.0,4.419,1.0,1,12.0,0,4.336078304726135,11.625940216318387,-92.99887860249636,0.0,123.26458431634268,0.0,0.0,3.280050000000017
2022-12-27 04:15:00,12.0,0.0,15.437,0.0,4.601,1.0,1,12.0,0,4.313474336400737,11.625940216318387,-90.0608036934613,0.0,120.88765369018704,0.0,0.0,3.265890000000013
2022-12-27 04:30:00,12.0,0.0,15.437,0.0,4.541,1.0,1,12.0,0,4.291407601118552,11.625940216318387,-87.19498305734038,0.0,118.51055687176128,0.0,0.0,3.251730000000009
2022-12-27 04:45:00,12.0,0.0,15.438,0.0,4.421,1.0,1,12.0,0,4.294023279978014,11.625940216318387,-84.38685398178367,0.0,116.13918731451557,0.0,0.0,3.273307500000016
2022-12-27 05:00:00,12.0,0.0,15.437,0.0,4.419,1.0,1,12.0,0,4.2971165251848,11.625940216318387,-81.62332325448374,0.0,113.7790951850669,0.0,0.0,3.294885000000022
2022-12-27 05:15:00,12.0,0.0,15.437,0.0,4.539,1.0,1,12.0,0,4.300670402701314,11.625940216318387,-78.8925526534352,0.0,111.43558408525064,0.0,0.0,3.3164625000000285
2022-12-27 05:30:00,12.0,0.0,15.403,0.0,4.541,1.0,1,12.0,0,4.304667819462644,11.625940216318387,-76.18377626786702,0.0,109.1137927735202,0.0,0.0,3.338040000000035
2022-12-27 05:45:00,12.0,0.0,15.403,0.0,4.419,1.0,1,12.0,0,4.271362792267275,11.625940216318387,-73.4871478525111,0.0,106.81876453259426,0.0,0.0,3.303525000000036
2022-12-27 06:00:00,12.0,0.0,15.385,0.0,4.421,1.0,1,12.0,0,4.238563064682908,11.625940216318387,-70.7936159690745,0.0,104.55550623801462,0.0,0.0,3.269010000000037
2022-12-27 06:15:00,12.0,0.0,15.37,0.0,4.541,1.0,1,12.0,0,4.206253011461503,11.625940216318387,-68.09482468626666,0.0,102.3290386539487,0.0,0.0,3.234495000000038
2022-12-27 06:30:00,12.0,0.0,15.335,0.0,4.297,1.0,1,12.0,0,4.174249095900797,11.625940216318387,-65.38303786031409,0.0,100.1444390164368,0.0,0.0,3.199980000000039
2022-12-27 06:45:00,12.0,0.0,15.336,0.0,4.297,1.0,1,12.0,0,4.184473375044064,11.625940216318387,-62.65108535428144,0.0,98.00687654895272,0.2844444444444444,0.0355555555555555,3.23056000000004
2022-12-27 07:00:00,12.0,0.0,15.335,0.0,4.357,1.0,1,12.0,0,4.194887936705106,11.625940216318387,-59.89232988849181,0.0,95.92164118368784,0.5688888888888889,0.0711111111111111,3.26114000000004
2022-12-27 07:15:00,12.0,0.0,15.335,0.0,4.357,1.0,1,12.0,0,4.205765171045669,11.625940216318387,-57.1006534838556,0.0,93.894165426718,0.8533333333333333,0.1066666666666666,3.2917200000000406
2022-12-27 07:30:00,12.0,0.0,15.336,0.0,4.297,1.0,1,12.0,0,4.217089031436377,11.625940216318387,-54.27046261879647,0.0,91.93003900309668,1.1377777777777778,0.1422222222222222,3.322300000000041
2022-12-27 07:45:00,12.0,0.0,15.335,0.0,4.784,1.0,1,12.0,0,4.324071036868574,11.625940216318387,-51.39671123225619,0.0,90.03501565279112,11.177777777777775,4.742222222222222,3.495667500000039
2022-12-27 08:00:00,12.0,0.0,15.369,0.0,4.784,1.0,1,12.0,0,4.435217729321518,11.625940216318387,-48.47494053348682,1.7849887730406522,88.21501122695935,21.217777777777776,9.34222222222222,3.669035000000037
2022-12-27 08:15:00,12.0,0.0,15.335,0.0,5.026,1.0,1,12.0,0,4.550489032398473,11.625940216318387,-45.50133419716016,3.523907926764778,86.47609207323522,31.25777777777777,13.94222222222222,3.842402500000034
2022-12-27 08:30:00,12.0,0.0,15.334,0.0,5.026,1.0,1,12.0,0,4.6696886644142985,11.625940216318387,-42.47278690742389,5.1755473815075845,84.82445261849242,41.297777777777775,18.54222222222222,4.015770000000032
2022-12-27 08:45:00,12.0,0.0,15.335,0.0,5.516,1.0,1,12.0,0,4.8194086953781055,11.625940216318387,-39.386983365682255,6.73361891338169,83.26638108661831,56.85777777777778,26.76,4.221277500000028
2022-12-27 09:00:00,12.0,0.0,15.336,0.0,5.881,1.0,1,12.0,0,4.973696233996347,11.625940216318387,-36.24248381529159,8.191787543984034,81.80821245601597,72.41777777777777,34.977777777777774,4.426785000000024
2022-12-27 09:15:00,12.0,0.0,15.336,0.0,6.309,1.0,1,12.0,0,5.133190433721747,11.625940216318387,-33.03881092817463,9.5437319016265,80.4562680983735,87.97777777777777,43.19555555555556,4.63229250000002
2022-12-27 09:30:00,12.0,0.0,15.336,0.0,6.309,1.0,1,12.0,0,5.297073133792292,11.625940216318387,-29.776531651111128,10.783217933452931,79.21678206654707,103.53777777777778,51.41333333333333,4.837800000000016
2022-12-27 09:45:00,12.0,0.0,15.369,0.0,7.163,1.0,1,12.0,0,5.477630987378658,11.625940216318387,-26.45732649302373,11.904185275931653,78.09581472406835,120.62222222222222,65.48,5.074340000000021
2022-12-27 10:00:00,12.0,0.0,15.403,0.0,9.723,1.0,1,12.0,0,5.663400968754381,11.625940216318387,-23.084037960008818,12.900844687902747,77.09915531209725,137.70666666666668,79.54666666666667,5.310880000000026
2022-12-27 10:15:00,12.0,0.0,15.403,0.0,10.026,1.0,1,12.0,0,5.854280732323977,11.625940216318387,-19.660689657775222,13.76778391795358,76.23221608204642,154.79111111111112,93.61333333333334,5.547420000000031
2022-12-27 10:30:00,12.0,0.0,15.437,0.0,12.83,1.0,1,12.0,0,6.049977821866587,11.625940216318387,-16.19246821127588,14.50007830592186,75.49992169407814,171.87555555555556,107.68,5.783960000000036
2022-12-27 10:45:00,12.0,0.0,15.47,0.0,11.374,1.0,1,12.0,0,6.173629403478434,11.625940216318387,-12.685661768750478,15.093401429780217,74.90659857021978,173.8177777777778,105.01777777777778,5.912320000000037
2022-12-27 11:00:00,12.0,0.0,15.471,0.0,9.482,1.0,1,12.0,0,6.299399417634897,11.625940216318387,-9.147551501776524,15.544130352480565,74.45586964751944,175.76,102.35555555555555,6.040680000000037
2022-12-27 11:15:00,12.0,0.0,15.471,0.0,10.272,1.0,1,12.0,0,6.4266000965872845,11.625940216318387,-5.586256053319393,15.8494396474305,74.1505603525695,177.70222222222222,99.69333333333334,6.169040000000038
2022-12-27 11:30:00,12.0,0.0,15.471,0.0,9.543,1.0,1,12.0,0,6.554645476895511,11.625940216318387,-2.010532987528053,16.007378509386214,73.99262149061379,179.64444444444445,97.03111111111112,6.297400000000039
2022-12-27 11:45:00,12.0,0.0,15.454,0.0,9.481,1.0,1,12.0,0,6.684952698946168,11.625940216318387,1.570454545044639,16.016925953513365,73.98307404648664,182.2755555555556,102.23111111111112,6.421115000000029
2022-12-27 12:00:00,12.0,0.0,15.42,0.0,9.469,1.0,1,12.0,0,6.816118569418231,11.625940216318387,5.147394095095153,15.87802035111551,74.12197964888449,184.90666666666667,107.43111111111112,6.544830000000019
2022-12-27 12:15:00,12.0,0.0,15.403,0.0,10.516,1.0,1,12.0,0,6.948151173059638,11.625940216318387,8.711088821585337,15.591561236670016,74.40843876332998,187.53777777777776,112.63111111111112,6.668545000000009
2022-12-27 12:30:00,12.0,0.0,15.403,0.0,8.75,1.0,1,12.0,0,7.080419401293799,11.625940216318387,12.252715724181796,15.159383258768258,74.84061674123174,190.1688888888889,117.83111111111111,6.792259999999999
2022-12-27 12:45:00,12.0,0.0,15.402,0.0,8.931,1.0,1,12.0,0,7.118065489804391,11.625940216318387,15.764062651750924,14.584204101275532,75.41579589872447,174.97777777777776,105.94222222222224,6.780815000000004
2022-12-27 13:00:00,12.0,0.0,15.387,0.0,8.688,1.0,1,12.0,0,7.154888214362208,11.625940216318387,19.23773186116564,13.869549931388477,76.13045006861152,159.78666666666666,94.05333333333334,6.769370000000009
2022-12-27 13:15:00,12.0,0.0,15.336,0.0,8.809,1.0,1,12.0,0,7.189195501608851,11.625940216318387,22.66730140554305,13.019663241479364,76.98033675852064,144.59555555555556,82.16444444444444,6.757925000000014
2022-12-27 13:30:00,12.0,0.0,15.335,0.0,8.932,1.0,1,12.0,0,7.219480475827731,11.625940216318387,26.04743975554308,12.039398721112406,77.9606012788876,129.40444444444444,70.27555555555556,6.74648000000002
2022-12-27 13:45:00,12.0,0.0,15.335,0.0,8.504,1.0,1,12.0,0,7.199982797048911,11.625940216318387,29.37397319845149,10.934112994363003,79.065887005637,112.84888888888888,59.02666666666667,6.6778175000000175
2022-12-27 14:00:00,12.0,0.0,15.336,0.0,8.322,1.0,1,12.0,0,7.175064579847198,11.625940216318387,32.64390919414253,9.709553740540343,80.29044625945966,96.29333333333332,47.77777777777778,6.609155000000015
2022-12-27 14:15:00,12.0,0.0,15.301,0.0,8.079,1.0,1,12.0,0,7.144688378238073,11.625940216318387,35.8554216380197,8.3717530005366,81.6282469994634,79.73777777777778,36.528888888888886,6.540492500000013
2022-12-27 14:30:00,12.0,0.0,15.302,0.0,7.846,1.0,1,12.0,0,7.109251351232309,11.625940216318387,39.00780573172353,6.92692850347683,83.07307149652317,63.18222222222222,25.28,6.471830000000011
2022-12-27 14:45:00,12.0,0.0,15.268,0.0,7.712,1.0,1,12.0,0,6.978715777708756,11.625940216318387,42.101410911227184,5.381395779690777,84.61860422030922,49.34222222222222,19.52888888888889,6.273402500000017
2022-12-27 15:00:00,12.0,0.0,15.268,0.0,7.712,1.0,1,12.0,0,6.84382389109846,11.625940216318387,45.13756018765507,3.7414927828002646,86.25850721719974,35.50222222222222,13.77777777777778,6.074975000000023
2022-12-27 15:15:00,12.0,0.0,15.267,0.0,7.467,1.0,1,12.0,0,6.703892930772464,11.625940216318387,48.11846354319056,2.0135178202442603,87.98648217975574,21.662222222222223,8.026666666666667,5.876547500000029
2022-12-27 15:30:00,12.0,0.0,15.267,0.0,7.103,1.0,1,12.0,0,6.558390015228274,11.625940216318387,51.04713193877678,0.2036808425282146,89.79631915747179,7.822222222222222,2.275555555555556,5.678120000000035
2022-12-27 15:45:00,12.0,0.0,15.2,0.0,6.981,1.0,1,12.0,0,6.464754358838199,11.625940216318387,53.92729724996149,0.0,91.68193241059592,5.866666666666666,1.7066666666666666,5.560385000000039
2022-12-27 16:00:00,12.0,0.0,15.2,0.0,6.735,1.0,1,12.0,0,6.367525072460224,11.625940216318387,56.76334222568345,0.0,93.63738426832568,3.911111111111111,1.1377777777777778,5.442650000000043
2022-12-27 16:15:00,12.0,0.0,15.2,0.0,6.493,1.0,1,12.0,0,6.269781036427891,11.625940216318387,59.5602434807068,0.0,95.65689804048624,1.955555555555556,0.568888888888889,5.324915000000047
2022-12-27 16:30:00,12.0,0.0,15.167,0.0,6.248,1.0,1,12.0,0,6.171602991261096,11.625940216318387,62.32352965338594,0.0,97.7348610763332,0.0,0.0,5.207180000000051
2022-12-27 16:45:00,12.0,0.0,15.132,0.0,6.126,1.0,1,12.0,0,6.090510518332232,11.625940216318387,65.05925621574207,0.0,99.86581899676445,0.0,0.0,5.112055000000041
2022-12-27 17:00:00,12.0,0.0,15.098,0.0,5.882,1.0,1,12.0,0,6.009093238194971,11.625940216318387,67.773998010045,0.0,102.044461973437,0.0,0.0,5.016930000000031
2022-12-27 17:15:00,12.0,0.0,15.098,0.0,5.638,1.0,1,12.0,0,5.9271404435285415,11.625940216318387,70.47486038943339,0.0,104.2656037144782,0.0,0.0,4.92180500000002
2022-12-27 17:30:00,12.0,0.0,15.098,0.0,5.636,1.0,1,12.0,0,5.844550419189489,11.625940216318387,73.16950982793674,0.0,106.52415355531168,0.0,0.0,4.82668000000001
2022-12-27 17:45:00,12.0,0.0,15.098,0.0,5.636,1.0,1,12.0,0,5.784745129131768,11.625940216318387,75.8662250066174,0.0,108.81508175602924,0.0,0.0,4.771810000000016
2022-12-27 18:00:00,12.0,0.0,15.098,0.0,5.516,1.0,1,12.0,0,5.724763223767,11.625940216318387,78.57396963755853,0.0,111.13337777544086,0.0,0.0,4.716940000000022
2022-12-27 18:15:00,12.0,0.0,15.064,0.0,5.394,1.0,1,12.0,0,5.664609511020831,11.625940216318387,81.30248861247256,0.0,113.4740009251967,0.0,0.0,4.662070000000028
2022-12-27 18:30:00,12.0,0.0,15.065,0.0,5.272,1.0,1,12.0,0,5.604286244138128,11.625940216318387,84.06242939835549,0.0,115.83182239853136,0.0,0.0,4.607200000000034
2022-12-27 18:45:00,12.0,0.0,15.03,0.0,5.15,1.0,1,12.0,0,5.566155800914778,11.625940216318387,86.86549086349004,0.0,118.20155720943812,0.0,0.0,4.582085000000035
2022-12-27 19:00:00,12.0,0.0,15.03,0.0,5.028,1.0,1,12.0,0,5.5284680079163735,11.625940216318387,89.72460176466,0.0,120.57768405891704,0.0,0.0,4.556970000000035
2022-12-27 19:15:00,12.0,0.0,14.997,0.0,4.967,1.0,1,12.0,0,5.49143669624829,11.625940216318387,92.65413073971364,0.0,122.95435056215624,0.0,0.0,4.531855000000036
2022-12-27 19:30:00,12.0,0.0,14.963,0.0,5.026,1.0,1,12.0,0,5.455054869035688,11.625940216318387,95.67012846312656,0.0,125.32526063083768,0.0,0.0,4.506740000000036
2022-12-27 19:45:00,12.0,0.0,14.963,0.0,5.15,1.0,1,12.0,0,5.497526486343102,11.625940216318387,98.79060004112796,0.0,127.68354013955378,0.0,0.0,4.5899000000000285
2022-12-27 20:00:00,12.0,0.0,14.964,0.0,5.026,1.0,1,12.0,0,5.538988980681122,11.625940216318387,102.03580080163248,0.0,130.02157639854565,0.0,0.0,4.673060000000021
2022-12-27 20:15:00,12.0,0.0,14.962,0.0,4.906,1.0,1,12.0,0,5.584825639233324,11.625940216318387,105.42853989496486,0.0,132.33082657790845,0.0,0.0,4.756220000000013
2022-12-27 20:30:00,12.0,0.0,14.929,0.0,4.904,1.0,1,12.0,0,5.631622297980755,11.625940216318387,108.99446135604254,0.0,134.60159041638065,0.0,0.0,4.839380000000006
2022-12-27 20:45:00,12.0,0.0,14.929,0.0,4.906,1.0,1,12.0,0,5.690910460061296,11.625940216318387,112.76224836531674,0.0,136.82274390227585,0.0,0.0,4.941035000000014
2022-12-27 21:00:00,12.0,0.0,14.895,0.0,5.029,1.0,1,12.0,0,5.751713195098204,11.625940216318387,116.76365940967844,0.0,138.9814341621073,0.0,0.0,5.042690000000022
2022-12-27 21:15:00,12.0,0.0,14.896,0.0,5.27,1.0,1,12.0,0,5.81415042363443,11.625940216318387,121.03325083517107,0.0,141.06274317705987,0.0,0.0,5.14434500000003
2022-12-27 21:30:00,12.0,0.0,14.895,0.0,5.516,1.0,1,12.0,0,5.87833123245013,11.625940216318387,125.60756725858816,0.0,143.04934156472032,0.0,0.0,5.246000000000038
2022-12-27 21:45:00,12.0,0.0,14.895,0.0,5.636,1.0,1,12.0,0,5.952100683992959,11.625940216318387,130.5234961669986,0.0,144.92117652414518,0.0,0.0,5.35406250000004
2022-12-27 22:00:00,12.0,0.0,14.861,0.0,5.7,1.0,1,12.0,0,6.027528244501768,11.625940216318387,135.81541222535668,0.0,146.65527278116065,0.0,0.0,5.462125000000043
2022-12-27 22:15:00,12.0,0.0,14.827,0.0,5.882,1.0,1,12.0,0,6.104779089978544,11.625940216318387,141.51074346761905,0.0,148.22577148482105,0.0,0.0,5.570187500000046
2022-12-27 22:30:00,12.0,0.0,14.827,0.0,6.004,1.0,1,12.0,0,6.184019400095568,11.625940216318387,147.62378924875364,0.0,149.60438028836978,0.0,0.0,5.678250000000048
2022-12-27 22:45:00,12.0,0.0,14.827,0.0,6.247,1.0,1,12.0,0,6.251400236311564,11.625940216318387,154.148154089345,0.0,150.76143259041518,0.0,0.0,5.767387500000041
2022-12-27 23:00:00,12.0,0.0,14.827,0.0,6.367,1.0,1,12.0,0,6.321166313254578,11.624548449978654,161.04910649663847,0.0,151.66770882865237,0.0,0.0,5.856525000000033
2022-12-27 23:15:00,12.0,0.0,14.81,0.0,6.611,1.0,1,12.0,0,6.393283716997832,11.624548449978654,168.25831317022508,0.0,152.29700522622272,0.0,0.0,5.945662500000026
2022-12-27 23:30:00,12.0,0.0,14.794,0.0,6.611,1.0,1,12.0,0,6.466545778168541,11.624548449978654,175.6740332095471,0.0,152.62913481429774,0.0,0.0,6.034800000000018
2022-12-27 23:45:00,12.0,0.0,14.759,0.0,6.735,1.0,1,12.0,0,6.520843607373517,11.624548449978654,-176.83100654308438,0.0,152.6527097820591,0.0,0.0,6.098890000000026
2022-12-28 00:00:00,12.0,0.0,14.759,0.0,6.733,1.0,1,12.0,0,6.575900114475435,11.624548449978654,-169.39457220915233,0.0,152.3668967858267,0.0,0.0,6.162980000000033
2022-12-28 00:15:00,12.0,0.0,14.759,0.0,6.859,1.0,1,12.0,0,6.631349749679355,11.624548449978654,-162.14664369148397,0.0,151.78155047596633,0.0,0.0,6.22707000000004
2022-12-28 00:30:00,12.0,0.0,14.76,0.0,6.855,1.0,1,12.0,0,6.687858673535281,11.624548449978654,-155.19355555605483,0.0,150.9156775619916,0.0,0.0,6.291160000000048
2022-12-28 00:45:00,12.0,0.0,14.76,0.0,6.976,1.0,1,12.0,0,6.778525317593867,11.624548449978654,-148.60891101479848,0.0,149.79475924800755,0.0,0.0,6.405145000000047
2022-12-28 01:00:00,12.0,0.0,14.726,0.0,7.038,1.0,1,12.0,0,6.869991790033271,11.624548449978654,-142.43231424414537,0.0,148.44773439330828,0.0,0.0,6.519130000000047
2022-12-28 01:15:00,12.0,0.0,14.691,0.0,7.098,1.0,1,12.0,0,6.9624013235153,11.624548449978654,-136.67400471514995,0.0,146.90433589557085,0.0,0.0,6.633115000000046
2022-12-28 01:30:00,12.0,0.0,14.691,0.0,7.223,1.0,1,12.0,0,7.055783097833162,11.624548449978654,-131.32232130924768,0.0,145.1931485764444,0.0,0.0,6.747100000000046
2022-12-28 01:45:00,12.0,0.0,14.691,0.0,7.222,1.0,1,12.0,0,7.136610259236472,11.624548449978654,-126.35139255980928,0.0,143.34044123891323,0.0,0.0,6.841825000000043
2022-12-28 02:00:00,12.0,0.0,14.691,0.0,7.222,1.0,1,12.0,0,7.218246619067457,11.624548449978654,-121.72757158654944,0.0,141.36963653689136,0.0,0.0,6.93655000000004
2022-12-28 02:15:00,12.0,0.0,14.691,0.0,7.344,1.0,1,12.0,0,7.300565647765062,11.624548449978654,-117.41413360231056,0.0,139.30122167035543,0.0,0.0,7.031275000000036
2022-12-28 02:30:00,12.0,0.0,14.691,0.0,7.588,1.0,1,12.0,0,7.383247634757295,11.624548449978654,-113.3743500047602,0.0,137.1529204763643,0.0,0.0,7.126000000000033
2022-12-28 02:45:00,12.0,0.0,14.691,0.0,7.708,1.0,1,12.0,0,7.455679119174927,11.624548449978654,-109.5732926052463,0.0,134.93999435081383,0.0,0.0,7.204950000000025
2022-12-28 03:00:00,12.0,0.0,14.657,0.0,7.832,1.0,1,12.0,0,7.528342314641642,11.624548449978654,-105.97874866452564,0.0,132.67558678692671,0.0,0.0,7.283900000000017
2022-12-28 03:15:00,12.0,0.0,14.623,0.0,7.954,1.0,1,12.0,0,7.6012355156770415,11.624548449978654,-102.5615631564602,0.0,130.3710629547981,0.0,0.0,7.362850000000009
2022-12-28 03:30:00,12.0,0.0,14.624,0.0,7.952,1.0,1,12.0,0,7.674279326429355,11.624548449978654,-99.2956393202784,0.0,128.03632027771994,0.0,0.0,7.441800000000001
2022-12-28 03:45:00,12.0,0.0,14.624,0.0,8.073,1.0,1,12.0,0,7.720599687333156,11.624548449978654,-96.1577529365576,0.0,125.68006078367254,0.0,0.0,7.483119999999999
2022-12-28 04:00:00,12.0,0.0,14.624,0.0,8.198,1.0,1,12.0,0,7.767016956638571,11.624548449978654,-93.12727867855808,0.0,123.31002416947642,0.0,0.0,7.5244399999999985
2022-12-28 04:15:00,12.0,0.0,14.624,0.0,8.32,1.0,1,12.0,0,7.813531588662378,11.624548449978654,-90.18588748320244,0.0,120.93318452320982,0.0,0.0,7.565759999999997
2022-12-28 04:30:00,12.0,0.0,14.624,0.0,8.32,1.0,1,12.0,0,7.860109432632511,11.624548449978654,-87.31724824973126,0.0,118.5559152606924,0.0,0.0,7.607079999999996
2022-12-28 04:45:00,12.0,0.0,14.59,0.0,8.32,1.0,1,12.0,0,7.898657349576276,11.624548449978654,-84.50675124077478,0.0,116.18412714934544,0.0,0.0,7.637934999999999
2022-12-28 05:00:00,12.0,0.0,14.59,0.0,8.32,1.0,1,12.0,0,7.937013653571204,11.624548449978654,-81.74126106878215,0.0,113.82338397569576,0.0,0.0,7.668790000000001
2022-12-28 05:15:00,12.0,0.0,14.59,0.0,8.32,1.0,1,12.0,0,7.9751780699442705,11.624548449978654,-79.00890175954419,0.0,111.47899982700594,0.0,0.0,7.699645000000004
2022-12-28 05:30:00,12.0,0.0,14.59,0.0,8.441,1.0,1,12.0,0,8.013150323312253,11.624548449978654,-76.29887351910762,0.0,109.15612129399705,0.0,0.0,7.730500000000006
2022-12-28 05:45:00,12.0,0.0,14.573,0.0,8.32,1.0,1,12.0,0,8.04029942768052,11.624548449978654,-73.60129947796989,0.0,106.85979725571744,0.0,0.0,7.746917500000009
2022-12-28 06:00:00,12.0,0.0,14.591,0.0,8.32,1.0,1,12.0,0,8.06725067188504,11.624548449978654,-70.90710020592539,0.0,104.59503831489567,0.0,0.0,7.763335000000012
2022-12-28 06:15:00,12.0,0.0,14.557,0.0,8.32,1.0,1,12.0,0,8.094004015797845,11.624548449978654,-68.20789379059082,0.0,102.3668674238608,0.0,0.0,7.779752500000015
2022-12-28 06:30:00,12.0,0.0,14.557,0.0,8.317,1.0,1,12.0,0,8.120566293975527,11.624548449978654,-65.49591951197758,0.0,100.180362773469,0.0,0.0,7.796170000000018
2022-12-28 06:45:00,12.0,0.0,14.522,0.0,8.258,1.0,1,12.0,0,8.161197239251878,11.624548449978654,-62.76398347720147,0.0,98.0406936015562,0.04,0.0,7.83089750000002
2022-12-28 07:00:00,12.0,0.0,14.522,0.0,8.32,1.0,1,12.0,0,8.201772169759389,11.624548449978654,-60.005424911248845,0.0,95.95314920438494,0.08,0.0,7.865625000000023
2022-12-28 07:15:00,12.0,0.0,14.523,0.0,8.317,1.0,1,12.0,0,8.242290723548155,11.624548449978654,-57.214102070345184,0.0,93.92316109818611,0.12,0.0,7.900352500000025
2022-12-28 07:30:00,12.0,0.0,14.523,0.0,8.439,1.0,1,12.0,0,8.282752533491792,11.624548449978654,-54.38439690637914,0.0,91.95631797442267,0.16,0.0,7.935080000000028
2022-12-28 07:45:00,12.0,0.0,14.489,0.0,8.442,1.0,1,12.0,0,8.312344595121745,11.624548449978654,-51.51123762640376,0.0,90.05837282505853,2.062222222222222,0.0,7.956505000000021
2022-12-28 08:00:00,12.0,0.0,14.489,0.0,8.563,1.0,1,12.0,0,8.341837433717707,11.624548449978654,-48.59013812520321,1.764758609307819,88.23524139069218,3.9644444444444447,0.0,7.977930000000015
2022-12-28 08:15:00,12.0,0.0,14.455,0.0,8.564,1.0,1,12.0,0,8.371231236258572,11.624548449978654,-45.61725289226289,3.5070090796291424,86.49299092037086,5.866666666666667,0.0,7.999355000000008
2022-12-28 08:30:00,12.0,0.0,14.488,0.0,8.685,1.0,1,12.0,0,8.400531552868978,11.624548449978654,-42.58944538502567,5.16218185215223,84.83781814784777,7.768888888888889,0.0,8.020780000000002
2022-12-28 08:45:00,12.0,0.0,14.454,0.0,8.929,1.0,1,12.0,0,8.531122125121149,11.624548449978654,-39.50436701584869,6.723984586463217,83.27601541353678,10.293333333333331,0.0,8.17416
2022-12-28 09:00:00,12.0,0.0,14.454,0.0,9.051,1.0,1,12.0,0,8.660899730775247,11.624548449978654,-36.36054284043228,8.186075976673123,81.81392402332688,12.817777777777778,0.0,8.327539999999999
2022-12-28 09:15:00,12.0,0.0,14.455,0.0,9.295,1.0,1,12.0,0,8.79191161211173,11.624548449978654,-33.15745882495792,9.54212573359682,80.45787426640318,15.342222222222222,0.0,8.480919999999998
2022-12-28 09:30:00,12.0,0.0,14.455,0.0,9.661,1.0,1,12.0,0,8.922937449395617,11.624548449978654,-29.895644314588964,10.785887964877034,79.21411203512297,17.866666666666667,0.0,8.634299999999996
2022-12-28 09:45:00,12.0,0.0,14.454,0.0,10.33,1.0,1,12.0,0,8.993031447144366,11.624548449978654,-26.57674219472266,11.911287290098484,78.08871270990151,23.475555555555555,0.0,8.708182500000007
2022-12-28 10:00:00,12.0,0.0,14.455,0.0,10.148,1.0,1,12.0,0,9.064404084331052,11.624548449978654,-23.20355844137174,12.91251612673021,77.08748387326979,29.084444444444443,0.0,8.782065000000017
